,id,lang,label,key
561,Q865594,vi,Quận Drochia,name:vi
562,Q865594,zh,德羅基亞區,name:zh
563,Q865594,th,เขตดรอกียา,name:th
564,Q865594,az,Drokievsk rayonu,name:az
565,Q907112,af,Transnistrië,name:af
566,Q907112,am,ትራንስኒስትሪያ,name:am
567,Q907112,an,Transnistria,name:an
568,Q907112,ar,ترانسنيستريا,name:ar
569,Q907112,az,Dnestryanı,name:az
570,Q907112,ba,Днестр буйы республикаһы,name:ba
571,Q907112,be,Прыднястроўе,name:be
572,Q907112,bg,Приднестровие,name:bg
573,Q907112,bn,ট্রান্সনিস্ট্রিয়া,name:bn
574,Q907112,br,Treuznistria,name:br
575,Q907112,bs,Pridnjestrovska Moldavska Republika,name:bs
576,Q907112,ca,Transnístria,name:ca
577,Q907112,ce,Хьалхаранестра Молдавнойн Пачхьалкх,name:ce
578,Q907112,cs,Podněstří,name:cs
579,Q907112,cu,Придънѣстриѥ,name:cu
580,Q907112,cy,Transnistria,name:cy
581,Q907112,da,Transnistrien,name:da
582,Q907112,de,Transnistrien,name:de
583,Q907112,dv,ޓުރާންސްނިސްޓުރިއާ,name:dv
584,Q907112,el,Υπερδνειστερία,name:el
585,Q907112,en,Transnistria,name:en
586,Q907112,eo,Ĉednestrio,name:eo
587,Q907112,es,Transnistria,name:es
588,Q907112,et,Transnistria,name:et
589,Q907112,eu,Transnistria,name:eu
590,Q907112,fa,ترنسنیستریا,name:fa
591,Q907112,fi,Transnistria,name:fi
592,Q907112,fr,Transnistrie,name:fr
593,Q907112,gl,Transnistria,name:gl
594,Q907112,gu,ટ્રાન્સનિસ્ટ્રિઆ,name:gu
595,Q907112,he,טרנסניסטריה,name:he
596,Q907112,hi,ट्रांसनिस्त्रिया,name:hi
597,Q907112,hr,Pridnjestrovska Moldavska Republika,name:hr
598,Q907112,hu,Dnyeszter Menti Köztársaság,name:hu
599,Q907112,hy,Մերձդնեստրի Մոլդովական Հանրապետություն,name:hy
