,id,lang,label,key
227,Q12837,ru,Пиренейский полуостров,name:ru
228,Q12837,af,Iberiese Skiereiland,name:af
229,Q12837,am,የኢቤሪያ ልሳነ ምድር,name:am
230,Q12837,an,Peninsula Iberica,name:an
231,Q12837,ar,شبه الجزيرة الإيبيرية,name:ar
232,Q12837,az,Pireney yarımadası,name:az
233,Q12837,ba,Пиреней ярымутрауы,name:ba
234,Q12837,be,Пірэнейскі паўвостраў,name:be
235,Q12837,bg,Пиренейски полуостров,name:bg
236,Q12837,bn,ইবেরীয় উপদ্বীপ,name:bn
237,Q12837,br,Ledenez iberek,name:br
238,Q12837,bs,Pirinejsko poluostrvo,name:bs
239,Q12837,ca,Península Ibèrica,name:ca
240,Q12837,ce,Пиренейн ахгӀайре,name:ce
241,Q12837,cs,Pyrenejský poloostrov,name:cs
242,Q12837,cv,Пиреней çурутравĕ,name:cv
243,Q12837,cy,Penrhyn Iberia,name:cy
244,Q12837,da,Den Iberiske Halvø,name:da
245,Q12837,de,Iberische Halbinsel,name:de
246,Q12837,el,Ιβηρική Χερσόνησος,name:el
247,Q12837,en,Iberian Peninsula,name:en
248,Q12837,eo,Iberio,name:eo
249,Q12837,es,Península ibérica,name:es
250,Q12837,et,Pürenee poolsaar,name:et
251,Q12837,eu,Iberiar penintsula,name:eu
252,Q12837,fi,Pyreneiden niemimaa,name:fi
253,Q12837,fo,Iberianes,name:fo
254,Q12837,fr,Péninsule Ibérique,name:fr
255,Q12837,fy,Ibearysk Skiereilân,name:fy
256,Q12837,ga,Leithinis na hIbéire,name:ga
257,Q12837,gl,Península Ibérica,name:gl
258,Q12837,gv,Lieh-innys ny h-Ibeir,name:gv
259,Q12837,he,חצי האי האיברי,name:he
260,Q12837,hi,इबेरिया प्रायद्वीप,name:hi
261,Q12837,hr,Pirenejski poluotok,name:hr
262,Q12837,hu,Ibériai-félsziget,name:hu
263,Q12837,hy,Պիրենեյան թերակղզի,name:hy
264,Q29,mg,Espaina,name:mg
265,Q29,mi,Pāniora,name:mi
266,Q29,mk,Шпанија,name:mk
267,Q29,ml,സ്പെയിൻ,name:ml
268,Q29,mn,Испани,name:mn
269,Q29,mr,स्पेन,name:mr
270,Q29,mt,Spanja,name:mt
271,Q29,my,စပိန်နိုင်ငံ,name:my
272,Q29,na,Pain,name:na
273,Q29,nb,Spania,name:nb
274,Q29,ne,स्पेन,name:ne
275,Q29,nn,Spania,name:nn
276,Q29,nv,Dibé Diníí Bikéyah,name:nv
277,Q29,om,Ispeen,name:om
278,Q29,or,ସ୍ପେନ,name:or
279,Q29,os,Испани,name:os
280,Q29,pa,ਸਪੇਨ,name:pa
281,Q29,pi,स्पेन,name:pi
282,Q29,ps,اسپانیا,name:ps
283,Q29,qu,Ispaña,name:qu
284,Q29,rn,Esipanye,name:rn
285,Q29,rw,Esipanye,name:rw
286,Q29,sa,स्पेन्,name:sa
287,Q29,sc,Ispagna,name:sc
288,Q29,sd,اسپين,name:sd
289,Q29,se,Espánnja,name:se
290,Q29,sg,Espânye,name:sg
291,Q29,sh,Španija,name:sh
292,Q29,si,ස්පාඤ්ඤය,name:si
293,Q29,sk,Španielsko,name:sk
294,Q29,sm,Spania,name:sm
295,Q29,so,Isbania,name:so
296,Q29,sq,Spanja,name:sq
297,Q29,ss,Sipeyini,name:ss
298,Q29,su,Spanyol,name:su
299,Q29,ta,எசுப்பானியா,name:ta
300,Q29,te,స్పెయిన్,name:te
301,Q29,tg,Испониё,name:tg
302,Q29,th,ประเทศสเปน,name:th
303,Q29,ti,ስጳኛ,name:ti
304,Q29,tk,Ispaniýa,name:tk
305,Q29,to,Sepeni,name:to
306,Q29,tr,İspanya,name:tr
307,Q29,ts,Spaniya,name:ts
308,Q29,tt,Испания,name:tt
309,Q29,ty,Paniora,name:ty
310,Q29,ug,Ispaniye,name:ug
311,Q29,uz,Ispaniya,name:uz
312,Q29,vo,Spanyän,name:vo
313,Q1863,fy,Andorra la Vella,name:fy
314,Q1863,gu,એન્ડોરા લા વેલ્લા,name:gu
315,Q1863,gv,Andorra la Vella,name:gv
316,Q1863,he,אנדורה לה ולה,name:he
317,Q1863,hi,अण्डोरा ला वेला,name:hi
318,Q1863,ht,Andò-la-Vyèy,name:ht
319,Q1863,hu,Andorra la Vella,name:hu
320,Q1863,hy,Անդորրա լա Վելյա,name:hy
321,Q1863,ja,アンドラ・ラ・ベリャ,name:ja
322,Q1863,jv,Andorra la Vella,name:jv
323,Q1863,ka,ანდორა-ლა-ველა,name:ka
324,Q1863,kk,Андорра-ла-Велья,name:kk
325,Q1863,kl,Andorra la Vella,name:kl
326,Q1863,kn,ಅಂಡೋರಾ ಲಾ ವೆಲ್ಲಾ,name:kn
327,Q1863,ko,안도라라벨랴,name:ko
328,Q1863,ku,Andorra la Vella,name:ku
329,Q1863,kv,Андорра-ла-Велья,name:kv
330,Q1863,kw,Andorra la Vella,name:kw
331,Q1863,ky,Андорра-Ла-Вилья,name:ky
332,Q1863,la,Andorra Vetus,name:la
333,Q1863,ln,Andorra la Vella,name:ln
334,Q1863,lt,Andora,name:lt
335,Q1863,lv,Andora la Velja,name:lv
336,Q1863,mi,Andorra la Vella,name:mi
337,Q1863,ml,അൻഡോറ ല വെല്ല,name:ml
338,Q1863,mn,Андорра-ла-Велья,name:mn
339,Q1863,mr,अँडोरा ला व्हेल्या,name:mr
340,Q1863,mt,Andorra la Vella,name:mt
341,Q1863,na,Andorra la Vella,name:na
342,Q1863,oc,Andòrra la Vièlha,name:oc
343,Q1863,os,Андоррæ-ла-Велья,name:os
344,Q1863,pa,ਅੰਡੋਰਾ ਲਾ ਵੇਲਾ,name:pa
345,Q1863,pt,Andorra-a-Velha,name:pt
346,Q1863,qu,Andorra la Vella,name:qu
347,Q1863,ru,Андорра-ла-Велья,name:ru
348,Q1863,rw,Andorra la Vella,name:rw
349,Q1863,se,Andorra la Vella,name:se
350,Q1863,sh,Andorra la Vella,name:sh
351,Q1863,si,ඇන්ඩෝරා ලා වෙල්ලා,name:si
352,Q1863,sk,Andorra,name:sk
353,Q1863,sn,Andorra la Vella,name:sn
354,Q1863,sq,Andorra la Vella,name:sq
355,Q1863,sr,Андора ла Веља,name:sr
356,Q1863,ta,அன்டோரா லா வெல்லா,name:ta
357,Q1863,te,అండోరా లా వెలా,name:te
358,Q1863,tg,Андорра-ла-Веля,name:tg
359,Q1863,th,อันดอร์ราลาเบยา,name:th
360,Q1863,tl,Lungsod ng Andorra la Vella,name:tl
361,Q1863,tr,Andorra la Vella,name:tr
362,Q1863,ug,ئاندوررا كەنتى,name:ug
363,Q1863,uk,Андорра-ла-Велья,name:uk
364,Q1863,ur,انڈورا لا ویلا,name:ur
365,Q1863,uz,Andorra-la-Velya,name:uz
366,Q1863,yo,Andorra la Vella,name:yo
367,Q1863,zh,安道尔城,name:zh
368,Q1863,ak,Andorra la Vella,name:ak
369,Q1863,cu,Андора ла Вєлꙗ,name:cu
370,Q142,si,ප් රංශය,name:si
371,Q142,sl,Francija,name:sl
372,Q142,sm,Farani,name:sm
373,Q142,so,Faransiiska,name:so
374,Q142,ss,IFulansi,name:ss
375,Q142,st,Fora,name:st
376,Q142,su,Perancis,name:su
377,Q142,sw,Ufaransa,name:sw
378,Q142,ta,பிரான்சு,name:ta
379,Q142,te,ఫ్రాన్స్,name:te
380,Q142,tg,Фаронса,name:tg
381,Q142,th,ประเทศฝรั่งเศส,name:th
382,Q142,ti,ፈረንሳ,name:ti
383,Q142,tk,Fransiýa,name:tk
384,Q142,tl,Pransiya,name:tl
385,Q142,tn,Fora,name:tn
386,Q142,to,Falanisē,name:to
387,Q142,ts,Furhwa,name:ts
388,Q142,tt,Франция,name:tt
389,Q142,ty,Farāni,name:ty
390,Q142,ug,فرانسىيە,name:ug
391,Q142,ur,فرانس,name:ur
392,Q142,uz,Fransiya,name:uz
393,Q142,vo,Fransän,name:vo
394,Q142,wo,Faraas,name:wo
395,Q142,xh,Fransi,name:xh
396,Q142,yi,פראנקרייך,name:yi
397,Q142,yo,Fránsì,name:yo
398,Q142,za,Fazgoz,name:za
399,Q142,zu,IFulansi,name:zu
400,Q142,ks,فرٛانٛس,name:ks
401,Q142,ht,Lafrans,name:ht
402,Q228,en,Andorra,name:en
403,Q228,es,Andorra,name:es
404,Q228,sv,Andorra,name:sv
405,Q228,de,Andorra,name:de
406,Q228,pl,Andora,name:pl
407,Q228,ca,Andorra,name:ca
408,Q228,ro,Andorra,name:ro
409,Q228,ru,Андорра,name:ru
410,Q228,ja,アンドラ,name:ja
411,Q228,hr,Andora,name:hr
412,Q228,io,Andora,name:io
413,Q228,kg,Andora,name:kg
414,Q228,mg,Andora,name:mg
415,Q228,sl,Andora,name:sl
416,Q228,be,Андора,name:be
417,Q228,lt,Andora,name:lt
418,Q228,sk,Andorra,name:sk
419,Q228,cs,Andorra,name:cs
420,Q228,he,אנדורה,name:he
421,Q228,ko,안도라,name:ko
422,Q228,nl,Andorra,name:nl
423,Q17005,be,Рэгіён Лангедок — Русільён,name:be
424,Q17005,bg,Лангедок-Русийон,name:bg
425,Q17005,bn,লংগ্দক-রুসিয়্যোঁ,name:bn
426,Q17005,bs,Languedoc-Roussillon,name:bs
427,Q17005,ca,Llenguadoc-Rosselló,name:ca
428,Q17005,co,Linguadoca è Russiglione,name:co
429,Q17005,el,Λανγκντόκ-Ρουσιγιόν,name:el
430,Q17005,eo,Langvedoko-Rusiljono,name:eo
431,Q17005,es,Languedoc-Rosellón,name:es
432,Q17005,fa,لانگدوک روسیون,name:fa
433,Q17005,fy,Languedok-Roussillon,name:fy
434,Q17005,gl,Languedoc-Rosellón,name:gl
435,Q17005,gv,Languedoc-Roussillon,name:gv
436,Q17005,he,לנגדוק-רוסיון,name:he
437,Q17005,hu,Languedoc-Roussillon,name:hu
438,Q17005,hy,Լանգեդոկ-Ռուսիլիոն,name:hy
439,Q17005,ia,Linguadoc-Rossellon,name:ia
440,Q17005,io,Linguodoc Rusiliono,name:io
441,Q17005,it,Linguadoca-Rossiglione,name:it
442,Q17005,ja,ラングドック＝ルシヨン地域圏,name:ja
443,Q17005,jv,Languedoc-Roussillon,name:jv
444,Q17005,ka,ლანგედოკი-რუსილონი,name:ka
445,Q17005,kk,Лангедок-Руссильон,name:kk
446,Q17005,ko,랑그도크루시용,name:ko
447,Q17005,ku,Languedoc-Roussillon,name:ku
448,Q17005,la,Linguadocia et Ruscino,name:la
449,Q17005,lt,Langedokas-Rusijonas,name:lt
450,Q17005,lv,Langdoka-Rusijona,name:lv
451,Q17005,mk,Лангдок-Русијон,name:mk
452,Q17005,mr,लांगूदोक-रूसियों,name:mr
453,Q17005,oc,Lengadòc-Rosselhon,name:oc
454,Q17005,os,Лангедок-Руссильон,name:os
455,Q17005,pa,ਲਾਂਗਡੋਕ-ਰੂਸੀਯੋਂ,name:pa
456,Q17005,pl,Langwedocja-Roussillon,name:pl
457,Q17005,pt,Languedoque-Rossilhão,name:pt
458,Q17005,qu,Languedoc-Roussillon,name:qu
459,Q17005,ru,Лангедок — Руссильон,name:ru
460,Q17005,se,Languedoc-Roussillon,name:se
461,Q17005,sh,Languedoc-Roussillon,name:sh
462,Q17005,sq,Languedoc-Roussillon,name:sq
463,Q17005,sr,Лангдок-Русијон,name:sr
464,Q17005,th,แคว้นล็องก์ด็อก-รูซียง,name:th
465,Q17005,tr,Languedoc-Roussillon,name:tr
466,Q17005,uk,Лангедок-Руссільйон,name:uk
467,Q17005,ur,لانگداک-روسیون,name:ur
468,Q17005,zh,朗格多克-鲁西永,name:zh
469,Q17005,ce,Лангедок — ГӀуссильон,name:ce
470,Q18265,be,Аль-Пірэнеу-і-Аран,name:be
471,Q18265,ca,Alt Pirineu i Aran,name:ca
472,Q18265,de,Alt Pirineu i Aran,name:de
473,Q18265,en,Alt Pirineu i Aran,name:en
474,Q18265,es,Alto Pirineo y Arán,name:es
475,Q18265,fr,Alt Pirineu i Aran,name:fr
476,Q18265,gl,Alt Pirineu i Aran,name:gl
477,Q18265,ja,アルト・ピリネウ・イ・アラン,name:ja
478,Q18265,nl,Alt Pirineu i Aran,name:nl
479,Q18265,oc,Alt Pirineu i Aran,name:oc
480,Q18265,ru,Аль-Пиринеу-и-Аран,name:ru
481,Q18265,uk,Баґарія Ал-Пірінеу і Баль-д'Аран,name:uk
482,Q18451,nl,Ariège,name:nl
483,Q18451,ru,Арьеж,name:ru
484,Q18451,bg,Ариеж,name:bg
485,Q18451,cs,Ariège,name:cs
486,Q18451,cv,Арьеж,name:cv
487,Q18451,de,Ariège,name:de
488,Q18451,el,Αριέζ,name:el
489,Q18451,en,Ariège,name:en
490,Q18451,es,Ariège,name:es
491,Q18451,fr,Ariège,name:fr
492,Q18451,he,ארייז',name:he
493,Q18451,hu,Ariège,name:hu
494,Q18451,it,Ariège,name:it
495,Q6655,zu,UTC+01:00,name:zu
496,Q8268,ar,منطقة اليورو,name:ar
497,Q8268,az,Avrozona,name:az
498,Q8268,be,Еўразона,name:be
499,Q8268,bg,Еврозона,name:bg
500,Q8268,bn,ইউরো অঞ্চল,name:bn
501,Q8268,bs,Eurozona,name:bs
502,Q8268,ca,Eurozona,name:ca
503,Q8268,cs,Eurozóna,name:cs
504,Q8268,cy,Ardal Ewro,name:cy
505,Q8268,da,Eurozonen,name:da
506,Q8268,de,Eurozone,name:de
507,Q8268,el,Ευρωζώνη,name:el
508,Q8268,en,Eurozone,name:en
509,Q8268,eo,Eŭrozono,name:eo
510,Q8268,es,Eurozona,name:es
511,Q8268,et,Euroala,name:et
512,Q8268,eu,Eurogunea,name:eu
513,Q8268,fa,منطقه یورو,name:fa
514,Q8268,fi,Euroalue,name:fi
515,Q8268,fy,Eurosône,name:fy
516,Q8268,ga,Limistéar an euro,name:ga
517,Q8268,gl,Eurozona,name:gl
518,Q8268,he,גוש האירו,name:he
519,Q8268,hi,यूरोक्षेत्र,name:hi
520,Q8268,hr,Eurozona,name:hr
521,Q8268,hu,Eurózóna,name:hu
522,Q8268,hy,Եվրոգոտի,name:hy
523,Q8268,ia,Zona euro,name:ia
524,Q8268,id,Zona Euro,name:id
525,Q8268,is,Evrusvæðið,name:is
526,Q8268,it,Zona Euro,name:it
527,Q8268,ja,ユーロ圏,name:ja
528,Q8268,jv,Zona Euro,name:jv
529,Q8268,ka,ევროზონა,name:ka
530,Q8268,kk,Еуроаймақ,name:kk
531,Q8268,ko,유로존,name:ko
532,Q8268,lb,Euro-Zon,name:lb
533,Q8268,li,Eurozone,name:li
534,Q8268,lt,Euro zona,name:lt
535,Q8268,lv,Eirozona,name:lv
536,Q8268,mg,Faritra euro,name:mg
537,Q8268,mk,Еврозона,name:mk
538,Q8268,ml,യൂറോസോൺ,name:ml
539,Q8268,mr,युरोक्षेत्र,name:mr
540,Q8268,ms,Zon euro,name:ms
541,Q8268,nb,Eurosonen,name:nb
542,Q8268,nl,Eurozone,name:nl
543,Q8268,nn,Eurosona,name:nn
544,Q8268,oc,Zona Èuro,name:oc
545,Q8268,or,ଇଉରୋଜୋନ,name:or
546,Q8268,os,Еврозонæ,name:os
547,Q8268,pl,Strefa euro,name:pl
548,Q8268,pt,Zona Euro,name:pt
549,Q8268,ro,Zona euro,name:ro
550,Q8268,ru,Еврозона,name:ru
551,Q8268,sh,Eurozona,name:sh
552,Q8268,sk,Eurozóna,name:sk
553,Q8268,sl,Evroobmočje,name:sl
554,Q8268,sq,Eurozona,name:sq
555,Q8268,sr,Еврозона,name:sr
556,Q8268,sv,Euroområdet,name:sv
557,Q8268,ta,ஐரோ வலயம்,name:ta
558,Q8268,th,ยูโรโซน,name:th
559,Q8268,tr,Euro bölgesi,name:tr
560,Q8268,uk,Єврозона,name:uk
561,Q8268,vi,Khu vực đồng Euro,name:vi
562,Q8268,yi,אייראזאנע,name:yi
563,Q8268,zh,欧元区,name:zh
564,Q24276,tr,La Massana,name:tr
565,Q24276,uk,Ла-Массана,name:uk
566,Q24276,ur,لا ماسانا,name:ur
567,Q24276,vi,La Massana,name:vi
568,Q24276,vo,La Massana,name:vo
569,Q24276,zh,马萨纳,name:zh
570,Q24286,an,Escaldes-Engordany,name:an
571,Q24286,ar,إسكالديس أنجوردني,name:ar
572,Q24286,az,Eskaldes-Enqordan,name:az
573,Q24286,bg,Ескалдес-Енгордан,name:bg
574,Q24286,bn,এস্ক্যাল্ডেস-এঙ্গোরোদ,name:bn
575,Q24286,ca,Escaldes-Engordany,name:ca
576,Q24286,cs,Escaldes-Engordany,name:cs
577,Q24286,da,Escaldes-Engordany,name:da
578,Q24286,de,Escaldes-Engordany,name:de
579,Q24286,el,Εσκάλντες-Ενγκορντάνι,name:el
580,Q24286,en,Escaldes-Engordany,name:en
581,Q24286,eo,Escaldes-Engordany,name:eo
582,Q24286,es,Escaldes-Engordany,name:es
583,Q24286,eu,Escaldes-Engordany,name:eu
584,Q24286,fa,اسکالدز-انگوردانی,name:fa
585,Q24286,fi,Escaldes-Engordany,name:fi
586,Q24286,fr,Escaldes-Engordany,name:fr
587,Q24286,gl,Escaldes-Engordany,name:gl
588,Q24286,gu,એસ્કાલ્ડેસ-એન્ગ્રોર્ડની,name:gu
589,Q24286,hi,एस्कल्देस-एङोर्दन्य पल्ली,name:hi
590,Q24286,hu,Escaldes-Engordany közösség,name:hu
591,Q24286,hy,Էսքալդես-Էնդորգան,name:hy
592,Q24286,id,Escaldes-Engordany,name:id
593,Q24286,ie,Escaldes-Engordany,name:ie
594,Q24286,it,Parrocchia di Escaldes-Engordany,name:it
595,Q24286,ja,エスカルデス＝エンゴルダニ教区,name:ja
596,Q24286,ka,ესკალდეს-ენგორდანი,name:ka
597,Q24286,kn,ಎಸ್ಕಾಲ್ಡೆಸ್-ಎಂಗಾರ್ಡಿನಿ,name:kn
598,Q24286,lb,Escaldes-Engordany,name:lb
599,Q24286,lt,Eskaldesas-Engordanias,name:lt
600,Q24286,lv,Eskaldesa-Engordaņa,name:lv
601,Q24286,mk,Ескалдес-Енгордањ,name:mk
602,Q24286,mr,एस्कॅलदेस-एन्गोर्डानी,name:mr
603,Q24286,ms,Escaldes-Engordany,name:ms
604,Q24286,na,Escaldes-Engordany,name:na
605,Q24286,nb,Escaldes-Engordany,name:nb
606,Q24286,nl,Escaldes-Engordany,name:nl
607,Q24286,oc,Escaldes-Engordany,name:oc
608,Q24286,pl,Escaldes-Engordany,name:pl
609,Q24286,pt,Escaldes-Engordany,name:pt
610,Q24286,ro,Escaldes-Engordany,name:ro
611,Q24286,ru,Эскальдес-Энгордань,name:ru
